title,company,link,requirements,,,
Junior Data Engineer,Viventis Search Asia,https://ph.linkedin.com/jobs/view/junior-data-engineer-at-viventis-search-asia-4444306920?position=2&pageNum=12&refId=74r7VZyzB%2FDV%2Bcr3y%2BN%2B5Q%3D%3D&trackingId=av2NCAF1v446HscB5L%2F%2FvQ%3D%3D,"Qualifications
Bachelors Degree in Computer Science, Data Science or an equivalent degree
Experience in data engineering, big data, or a related field
Proven experience building and maintaining scalable data pipelines and production data systems
Strong hands-on experience with Python (Pandas, NumPy) and SQL in real-world projects
Experience working with relational and NoSQL databases and modern data architecture
Practical experience collaborating in cross-functional AI/data science teams
Proven hands-on experience with agentic workflows and AI orchestration frameworks (e.g., MCP, LangChain, multi-agent systems)",,,
Data Analytics Expert,Pru Life UK,https://ph.linkedin.com/jobs/view/data-analytics-expert-at-pru-life-uk-4414919066?position=3&pageNum=12&refId=74r7VZyzB%2FDV%2Bcr3y%2BN%2B5Q%3D%3D&trackingId=rc6B1K%2BTWA9fHDIuGWRefA%3D%3D,"Bachelor’s degree in Mathematics, Statistics, Business Analytics, Computer Science, Finance, or other related courses.
Proficient in using relevant Microsoft applications especially MS Excel, Powerpoint, and PowerBI
Knowledgeable in descriptive and predictive methods such as summary statistics, hypothesis testing, linear regression, basic machine learning concepts
Has knowledge in programming languages such as Python, R, PowerBI DAX
Basic design thinking and collaborative methods (e.g. feedback gathering, facilitation and presentation skills, customer-centric approach,)
Creation of effective visualizations through static reports or dashboards that will be presented to stakeholders and key decision makers
Coming up with data-driven reports using appropriate statistical methods to support decision-making.
Being a good communicator and can knowledge transfer their expertise
",,,
Data Engineer,iGaming Centre,https://ph.linkedin.com/jobs/view/data-engineer-at-igaming-centre-4445269141?position=4&pageNum=12&refId=74r7VZyzB%2FDV%2Bcr3y%2BN%2B5Q%3D%3D&trackingId=iv%2Bg2HPyr6KKMjSjmFSL0g%3D%3D,"Requirements
Solid foundation in object-oriented design and development
Practical experience with:
Unix/Linux systems and shell scripting
Java/Scala programming
Building and consuming RESTful APIs
Working with SQL and NoSQL databases, including understanding data modeling and trade-offs
Managing columnar, distributed, and row-based databases
Strong research skills to discover and apply best practices
Passion for improving systems, optimizing processes, and exploring new tech
Proactive, self-motivated, and results-focused
Excellent English communication skills, both written and spoken
Experience with open-source big data technologies (Hadoop, HBase, Hive, Kafka, Storm, etc.) is a plus but not required.
Familiarity with streaming architectures is a plus but not required
Solid foundation in object-oriented design and development
Practical experience with:
Unix/Linux systems and shell scripting
Java/Scala programming
Building and consuming RESTful APIs
Working with SQL and NoSQL databases, including understanding data modeling and trade-offs
Managing columnar, distributed, and row-based databases
Strong research skills to discover and apply best practices
Passion for improving systems, optimizing processes, and exploring new tech
Proactive, self-motivated, and results-focused
Excellent English communication skills, both written and spoken
Experience with open-source big data technologies (Hadoop, HBase, Hive, Kafka, Storm, etc.) is a plus but not required.
Familiarity with streaming architectures is a plus but not required
Responsibilities
Monitor and continuously improve data quality and reliability
Recommend new approaches to make our data even more robust and actionable
Develop insightful reports and dashboards for various stakeholders
Build and maintain scalable data pipelines using Spark
Monitor and continuously improve data quality and reliability
Recommend new approaches to make our data even more robust and actionable
Develop insightful reports and dashboards for various stakeholders
Build and maintain scalable data pipelines using Spark",,,
Data Engineer,Luxor Technology,https://ph.linkedin.com/jobs/view/data-engineer-at-luxor-technology-4416520002?position=5&pageNum=12&refId=74r7VZyzB%2FDV%2Bcr3y%2BN%2B5Q%3D%3D&trackingId=9tf%2BGjD3jdPPwk%2Fw9cmaaQ%3D%3D,"Basic Requirements
Experience building both streaming & batch data pipelines/ETL and familiarity with design principles.
Expert in Python, PostgreSQL, and PL/pgSQL development and administration of large databases with focus on performance and production support on native cloud deployments.
Experience with scalability solutions and multi-region replication and failover solutions.
Experience with data warehouse technologies (Trino, Clickhouse, Airflow, etc).
Bachelor’s degree (or its foreign degree equivalent) in Computer Science, Engineering, or a related technical discipline or equivalent experience.
Deep understanding of programming and experience with at least one programming language.
English language proficiency.
Preferred Requirements
Knowledge of Kubernetes and Docker
4+ years of working experience in relevant data field.
Knowledge of blockchain technology / mining pool industry.
Experience with agile development methodology.
Experience delivering and owning web-scale data systems in production.
Experience working with Kafka, preferably redpanda & redpanda connect.
The Ideal Candidate
Passionate about cryptocurrency and public-blockchain technologies.
Has an interest in creating an entirely new market with Hashrate (compute power) as a commodity.
Has an interest in thinking and evolving the architecture of our software to make it robust and maintainable.
Enjoys writing code and pushing boundaries of what has been done so far.
Brings fun to the team but can also go own the rabbit hole to push quality code on schedule.
Responsibilities
Build scalable and reliable data pipelines that provide accurate data feeds from internal and external systems.
Govern scalable & performant cloud-deployed production relational and non-relational databases.
Collaborate on architecture definitions, always thinking of solutions that are scalable and secure.
Drive data systems to be as near real-time as possible.
Design, document, automate and execute test plans to ensure the quality of the datasets.
Participate in the process of generating and analyzing features.
At Luxor we believe that meaningful contributions can be made by anyone. Qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender perception or identity, national origin, age, marital status, protected veteran status, or disability status. Luxor welcomes all!
Luxor does not accept unsolicited headhunter and agency resumes. Luxor will not pay any third-party agency or company that does not have a signed agreement with Luxor.
How We Use AI In Our Hiring Process
We use AI tools to support certain parts of our hiring process, and we believe in being transparent about how they’re used.
During your application, AI may assist in reviewing CVs, qualifications, and assignments by providing additional insights, but it does not make decisions, every application is evaluated at each step by a member of our hiring team.
We also use AI to transcribe interviews so our team can stay focused on the conversation rather than note-taking. Any voice recordings are automatically deleted within 15 days.
In addition, AI helps us keep candidates informed about their application status and helps us understand how our process is working so we can improve it over time.
In all cases, AI is used to support efficiency and consistency, not to replace human judgment. If you have any questions about how we use these tools or your data, or if you would prefer to opt out of any of these features, please include them in the dedicated section of the application form, and we’ll follow up accordingly.",,,
Data Analyst (pooling),MicroSourcing,https://ph.linkedin.com/jobs/view/data-analyst-pooling-at-microsourcing-4440096653?position=6&pageNum=12&refId=74r7VZyzB%2FDV%2Bcr3y%2BN%2B5Q%3D%3D&trackingId=6wghnFp52D8OHCA%2BXsv2JQ%3D%3D,"What You Need
Non-negotiables
Bachelor’s degree in Statistics, Mathematics, Computer Science, Economics, or a related field
2–4 years of experience in data analysis or business intelligence roles
Strong proficiency in SQL for data querying and manipulation
Experience with data visualization tools (e.g., Power BI, Tableau, Looker)
Proficiency in Microsoft Excel, including advanced formulas and pivot tables
Preferred Skills/expertise
Experience with Python or R for data analysis
Understanding of statistical analysis and data modeling concepts
Familiarity with data warehousing and ETL processes
Experience working with cloud-based data platforms
Experience working in Agile or cross-functional environments
About MicroSourcing
With over 9,000 professionals across 13 delivery centers, MicroSourcing is the pioneer and largest offshore provider of managed services in the Philippines.
Our commitment to 100% YOU
MicroSourcing firmly believes that our company's strength lies in our people's diversity and talent. We are proud to foster an inclusive culture that embraces individuals of all races, genders, ethnicities, abilities, and backgrounds. We provide space for everyone, embracing different perspectives, and making room for opportunities for each individual to thrive.
At MicroSourcing, equality is not merely a slogan – it's our commitment. Our way of life. Here, we don't just accept your unique authentic self - we celebrate it, valuing every individual's contribution to our collective success and growth. Join us in celebrating YOU and your 100%!
For more information, visit https://www.microsourcing.com/
Terms & conditions apply.",,,
GSC Data Transformation & Automation Engineer,Schneider Electric,https://ph.linkedin.com/jobs/view/gsc-data-transformation-automation-engineer-at-schneider-electric-4444003417?position=7&pageNum=12&refId=74r7VZyzB%2FDV%2Bcr3y%2BN%2B5Q%3D%3D&trackingId=kcVeLiODAuPT6%2FK0Ro6Lgw%3D%3D,"Qualifications
At least 3 years of experience in analytics, data office or similar role (experience in shared services or global hub preferred).
Experience working with data and processes within one or more supply chain domains, such as Plan, Source, Make, or Deliver.
Experience working with ERP systems, SAP Master Data Governance (SAP MDG), Product Information Management (PIM), Informatica for managing, validating, and maintaining master data.
Digital And Analytical Qualifications
Delivers advanced digital analytics, automation solutions, and BI reporting to support organizational efficiency.
Demonstrates strong technical skills in Python, SQL, RPA tools, and Business Intelligence platforms.
Translates complex data into clear, actionable insights through effective analytics and data storytelling.
What's in it for me?
Hands-on experience with parallel and streaming processing tools for big data pipelines
High-visibility role where your contributions directly enable data-driven decision-making
Collaborative team culture that encourages innovation and technical growth
Opportunities to expand your expertise in a dynamic, evolving technical environment
Bring your data engineering talent to a team that's building the future — apply today!
Rewards designed for you
Our Total Rewards is our way of saying: We see you and we value you. It’s more than just pay and benefits—it’s a meaningful investment in you. It is designed to help you perform, grow, feel safe, and elevate your potential. The package helps you care for yourself and your family, plan your future, grow your skills and career, collaborate in an inclusive workplace, and contribute to your community. At Schneider Electric, we’re here for what matters most to you. Discover more at our Career Page.
Country-specific programs and initiatives may be available.
Looking to make an IMPACT with your career?
When you are thinking about joining a new team, culture matters. At Schneider Electric, our values and behaviors are the foundation for creating a great culture to support business success. We believe that our IMPACT values – Inclusion, Mastery, Purpose, Action, Curiosity, Teamwork – starts with us.
IMPACT is also your invitation to join Schneider Electric where you can contribute to turning sustainability ambition into actions, no matter what role you play. It is a call to connect your career with the ambition of achieving a more resilient, efficient, and sustainable world.
We are looking for IMPACT Makers; exceptional people who turn sustainability ambitions into actions at the intersection of automation, electrification, and digitization. We celebrate IMPACT Makers and believe everyone has the potential to be one.
Become an IMPACT Maker with Schneider Electric – apply today!
€40 billion global revenue
+9% organic growth
150 000+ employees in 100+ countries
You must submit an online application to be considered for any position with us. This position will be posted until filled.
Schneider Electric aspires to be the most inclusive and caring company in the world, by providing equitable opportunities to everyone, everywhere, and ensuring all employees feel uniquely valued and safe to contribute their best. We mirror the diversity of the communities in which we operate, and ‘inclusion’ is one of our core values. We believe our differences make us stronger as a company and as individuals and we are committed to championing inclusivity in everything we do.
At Schneider Electric, we uphold the highest standards of ethics and compliance, and we believe that trust is a foundational value. Our Trust Charter is our Code of Conduct and demonstrates our commitment to ethics, safety, sustainability, quality and cybersecurity, underpinning every aspect of our business and our willingness to behave and respond respectfully and in good faith to all our stakeholders. You can find out more about our Trust Charter here
Schneider Electric is an Equal Opportunity Employer. It is our policy to provide equal employment and advancement opportunities in the areas of recruiting, hiring, training, transferring, and promoting all qualified individuals regardless of race, religion, color, gender, disability, national origin, ancestry, age, military status, sexual orientation, marital status, or any other legally protected characteristic or conduct.",,,
Data Engineer Solution Specialist,Marsh Risk,https://ph.linkedin.com/jobs/view/data-engineer-solution-specialist-at-marsh-risk-4448627960?position=8&pageNum=12&refId=74r7VZyzB%2FDV%2Bcr3y%2BN%2B5Q%3D%3D&trackingId=gt7aFJDZIDnyQXd8BT85pA%3D%3D,"What you need to have:
Bachelor’s degree in Computer Science, Data Science, Statistics, Mathematics, Physics, Engineering or a related field
7+ years of experience in data engineering, analytics or related analytical roles
Advanced proficiency in SQL and Python, with experience in data modelling, data mapping and ETL pipelines
Well-developed skills in statistical analysis, hypothesis testing, experimental design and data visualisation tools such as Tableau, Qlik or Power BI
Proficiency with version control systems such as Git or SVN
Well-developed interpersonal and communication skills, with the ability to explain complex technical concepts to business audiences and work effectively across geographically dispersed teams
What makes you stand out:
Experience with NoSQL databases and broader data engineering practices
Understanding of industry and business processes that help place data insights in context
Experience working collaboratively across IT, data science and business teams to align data initiatives with organisational goals
Why join our team:
We help you be your best through professional development opportunities, interesting work and supportive leaders
We foster a vibrant and inclusive culture where you can work with talented colleagues to create new solutions and have impact for colleagues, clients and communities
Our scale enables us to provide a range of career opportunities, as well as benefits and rewards to enhance your well-being
Marsh Risk is a business of Marsh (NYSE: MRSH), a global leader in risk, reinsurance and capital, people and investments, and management consulting, advising clients in 130 countries. With annual revenue of over $27 billion and more than 95,000 colleagues, Marsh helps build the confidence to thrive through the power of perspective. For more information about Marsh Risk, visit marsh.com, or follow us on LinkedIn and X.
Marsh is committed to creating a diverse, inclusive and flexible work environment. We aim to attract and retain the best people and embrace diversity of age, background, disability, ethnic origin, family duties, gender orientation or expression, marital status, nationality, parental status, personal or social status, political affiliation, race, religion and beliefs, sex/gender, sexual orientation or expression, skin color, or any other characteristic protected by applicable law.
Marsh is committed to hybrid work, which includes the flexibility of working remotely and the collaboration, connections and professional development benefits of working together in the office. All Marsh colleagues are expected to be in their local office or working onsite with clients at least three days per week. Office-based teams will identify at least one “anchor day” per week on which their full team will be together in person.
R_330369",,,
AI Engineer,HedgeServ,https://ph.linkedin.com/jobs/view/ai-engineer-at-hedgeserv-4448146836?position=9&pageNum=12&refId=74r7VZyzB%2FDV%2Bcr3y%2BN%2B5Q%3D%3D&trackingId=f8WaJkIwa44YT4yiGIG7Ng%3D%3D,"Required Qualifications
Four-year degree in Computer Science, Information Systems, or related field
Minimum 5 years of experience with RPA tools such as Blue Prism and/or Power Apps
Strong programming skills in Python and/or .NET (C#)
Experience with Microsoft 365, SharePoint, and collaboration platforms
Knowledge of GitHub, Jenkins, JIRA, Notepad++, PMP, Proofpoint, WinSCP
Understanding of Azure and AWS services such as Azure Functions, AWS Lambda, and AWS Step Functions
Understanding of REST APIs and database interactions
Familiarity with test automation tools and frameworks
Experience with AI/ML frameworks and libraries such as TensorFlow, PyTorch, Scikit-learn, or Azure ML
Knowledge of NLP tools (e.g., spaCy, NLTK, Azure Cognitive Services)
Experience with OCR and IDP platforms (e.g., ABBYY, UiPath Document Understanding, Amazon Textract
Excellent analytical and problem-solving skills",,,
AI Agent Engineer,Teoh Capital,https://ph.linkedin.com/jobs/view/ai-agent-engineer-at-teoh-capital-4443869013?position=10&pageNum=12&refId=74r7VZyzB%2FDV%2Bcr3y%2BN%2B5Q%3D%3D&trackingId=vVziYpNcsepCW9Pbd4LPbw%3D%3D,"What We're Looking For
Must-haves:
Proven experience building and shipping AI agents or LLM-powered applications (personal projects with real users count — show us what you've built)
Strong software engineering fundamentals: Python and/or TypeScript, APIs, databases, version control, testing
Hands-on experience with LLM APIs (Anthropic Claude, OpenAI, or similar), function/tool calling, and structured outputs
Experience with agent orchestration patterns — whether via frameworks (LangGraph, CrewAI, OpenAI Agents SDK) or built from scratch
AI-native workflow: you use tools like Claude Code, Cursor, or Copilot as a daily driver and can demonstrate how AI multiplies your output
Ability to scope ambiguous problems, communicate trade-offs clearly, and ship iteratively
Strong written communication — much of agent work is writing clear specs, prompts, and documentation
Nice-to-haves:
Experience with MCP (Model Context Protocol) servers and connector ecosystems
RAG pipelines, vector databases, and embedding strategies
Evaluation frameworks (promptfoo, LangSmith, custom evals)
Experience integrating with SaaS platforms (CRMs, helpdesks, payroll/HR systems, project management tools)
Exposure to deploying agents in regulated or compliance-sensitive environments
Prior startup or fast-moving team experience
How We Work:
We move fast and ship iteratively — a working prototype this week beats a perfect design next month
We're AI-first as a company: everyone here uses AI tooling heavily, and this role sets the standard
You'll have direct access to decision-makers and real business problems — no layers of bureaucracy between you and impact",,,
BI & Data Warehouse Engineer (m/f/d),AMCS Group,https://ph.linkedin.com/jobs/view/bi-data-warehouse-engineer-m-f-d-at-amcs-group-4438411798?position=1&pageNum=15&refId=qlPOq%2BP7amcyFGEPaJbDKg%3D%3D&trackingId=PVYjEE3nIBUGeZEml2P4oA%3D%3D,"Your Profile
2+ years of experience in business intelligence, analytics engineering, data warehousing or a similar data-focused role.
Good SQL skills and hands-on experience with data modelling, data warehouses or BI platforms.
Experience creating dashboards and reports in Power BI, Tableau, Looker or a comparable BI tool.
Basic experience with ETL / ELT processes, data pipelines and transformation tools such as dbt is an advantage.
Strong analytical and problem-solving skills with a structured, documentation-oriented mindset.
High quality standards regarding data accuracy, consistency, governance and access control.
Professional English proficiency and the ability to communicate clearly with international stakeholders.
Hands-on attitude and motivation to turn business questions into trusted, scalable data solutions.
You are confident using AI tools in a professional context, can guide and review AI-generated outputs critically, and take responsibility for the quality and accuracy of your work.",,,
GIS Data Analyst,Xylem,https://ph.linkedin.com/jobs/view/gis-data-analyst-at-xylem-4449483889?position=2&pageNum=15&refId=qlPOq%2BP7amcyFGEPaJbDKg%3D%3D&trackingId=pF1XfzToG9UlT5hbNmFXBg%3D%3D,"Qualifications
BS/BA in GIS, Geography, Geology, Geodetic Engineering, Forestry related fields OR 2 years equivalent work experience
Strong knowledge on ESRI products (ArcMap, ArcGIS Pro, ArcGIS Online)
Strong knowledge of ESRI’s geodatabase model, design, and management
Strong written and oral communication skills
A significant understanding of information management (relational databases, GIS, and GPS).
The ability to work with like-minded professionals in a team environment, but also having the ability to work effectively under minimal supervision.
A proven ability to solve complicated technical and business workflow problems.
The ability to communicate data and procedural discrepancies to both management and field crews.
The ability to leverage custom scripting to automate existing business processes.
Join the global Xylem team to be a part of innovative technology solutions transforming water usage, conservation, and re-use. Our products impact public utilities, industrial sectors, residential areas, and commercial buildings, with a commitment to providing smart metering, network technologies, and advanced analytics for water, electric, and gas utilities. Partner with us in creating a world where water challenges are met with ingenuity and dedication; where we recognize the power of inclusion and belonging in driving innovation and allowing us to compete more effectively around the world.",,,
Data Engineer ( Philippines Remote),COFENSE,https://ph.linkedin.com/jobs/view/data-engineer-philippines-remote-at-cofense-4423280364?position=3&pageNum=15&refId=qlPOq%2BP7amcyFGEPaJbDKg%3D%3D&trackingId=bb26ETH3FbtOIJRYz9SSVA%3D%3D,"Knowledge, Skills and Abilities Required
Over 5 years of proven experience in data architecture, data modelling, and lifecycle management
Expertise in SQL skills for data transformations, statistical analysis, and troubleshooting across more than one Database Platforms (MySQL, PostgreSQL, Redshift, Azure SQL Warehouse etc.)
Expert in writing complex SQL scripts and automate them using Python
Knowledge of Data management on NoSQL DBs like DynamoDB, Mongo, and know-how of Big Data tools Hadoop, Spark, Kafka/Kinesis/SQS/Azure Queues or other messaging tools is huge plus
Analytical skills, with good at finding data trends/outliers, anomalies, and articulate complex information or data points with Business Users, Management, and individuals
Enthusiasm to work with lot of data across disparate data sources and Databases
Hands-on experience with relational and cloud databases, including Azure SQL Database, Microsoft SQL Server, Amazon Aurora, and Amazon Redshift
Strong background in developing Python and data technologies
Practical experience designing and developing ETL data pipelines and applications using SQL and Python
Strong expertise in writing complex SQL queries for data transformation and automating processes using Python
Experience:
Experience building and consuming RESTful APIs using Python libraries
Proficient in integrating data platforms with BI tools such as Power BI and Splunk, including dashboard and report development
Solid experience working with Unix/Linux environments, including SSH tunnelling and writing/interpreting Bash scripts
Advanced proficiency in Python 3, with hands-on experience using NumPy, SciPy, Scikit-learn, and Pandas
Experience leveraging APIs to extract data and load it into databases using Python
Has strong sense of engineering craftsmanship, takes pride in the code they write.
Has a sense of intellectual curiosity and a burning desire to learn is self-driven, actively looks for ways to contribute, and knows how to get things done
Is deliriously customer-focused both internal and external customers
Sees big picture impact and relationships among and across work units
Identifies complex technical problems and tries to resolve with minimal help
Education:
Bachelor’s degree in Computer Science or Math, Data Analytics, Data Sciences, BI or demonstrated industry experience preferred
- Disclaimer-
Cofense is committed to equal employment opportunity. We will not discriminate against employees or applicants for employment on any legally recognized basis [protected class] including, but not limited to: veteran status, uniform service member status, race, color, religion, sex (including pregnancy), gender identity, sexual orientation, national origin, age, physical or mental disability, marital status, genetic information or any other status or characteristic protected by applicable national, federal, state or local laws and ordinances. We adhere to these commitments in all aspects of employment, including recruitment, hiring, training, compensation, promotion, benefits, and discipline.",,,
BI & Data Warehouse Engineer (m/f/d),AMCS Group,https://ph.linkedin.com/jobs/view/bi-data-warehouse-engineer-m-f-d-at-amcs-group-4438402959?position=4&pageNum=15&refId=qlPOq%2BP7amcyFGEPaJbDKg%3D%3D&trackingId=%2FAGLC7IHlAogmc3bqdimOg%3D%3D,"Your Profile
2+ years of experience in business intelligence, analytics engineering, data warehousing or a similar data-focused role.
Good SQL skills and hands-on experience with data modelling, data warehouses or BI platforms.
Experience creating dashboards and reports in Power BI, Tableau, Looker or a comparable BI tool.
Basic experience with ETL / ELT processes, data pipelines and transformation tools such as dbt is an advantage.
Strong analytical and problem-solving skills with a structured, documentation-oriented mindset.
High quality standards regarding data accuracy, consistency, governance and access control.
Professional English proficiency and the ability to communicate clearly with international stakeholders.
Hands-on attitude and motivation to turn business questions into trusted, scalable data solutions.
You are confident using AI tools in a professional context, can guide and review AI-generated outputs critically, and take responsibility for the quality and accuracy of your work.",,,
Data Engineer,Ayannah,https://ph.linkedin.com/jobs/view/data-engineer-at-ayannah-4369554189?position=5&pageNum=15&refId=qlPOq%2BP7amcyFGEPaJbDKg%3D%3D&trackingId=5NInqn1dZhAvW26nojOy0w%3D%3D,"Qualifications
The Candidate must be a college graduate, preferably with a Bachelor’s Degree in Computer Science, Statistics, Physics, Mathematics, Economics, Engineering, or other technical courses. Masters degree with a background in research is preferred.
Python and shell scripting programming skills.
Work experience in a role involving data analysis, structuring, schema design and data modeling.
Strong understanding of SQL and other forms of data warehousing (No-SQL experience is a plus).
Ability in managing and communicating data management strategies to internal clients
Experience designing, building, and maintaining data processing systems
Experience with data visualization.
Great communication skills.
Key Job Duties And Responsibilities
Manage the company's data from various data warehouses
Clean and explore the company’s various data sources/services and engage in data-driven projects.
Works closely with a team of frontend and backend engineers, data scientists, product managers, and analysts to develop strategy for long term data platform.
Collaborate with the product team and the tech team for conceptualization and deployment of data-driven models.
Implements processes and systems to monitor data quality, ensuring production data is always accurate and available for key stakeholders and business processes that depend on it.
Keep up to date with the latest developments in data warehousing.
Interested applicants, please send your resume to
careers@ayannah.com
with subject heading ""
Job Application - , ,
"". Kindly include an introduction/cover letter in your e-mail.",,,
Credit Risk Models Officer,Chinabank PH,https://ph.linkedin.com/jobs/view/credit-risk-models-officer-at-chinabank-ph-4439985974?position=6&pageNum=15&refId=qlPOq%2BP7amcyFGEPaJbDKg%3D%3D&trackingId=GX%2FrFbtYamDJtVGrm4HjSA%3D%3D,"Knowledge and Skills Required:
Technical knowledge (i.e., statistical models, validation tools), I.T. Skills (i.e., Advanced Excel functionalities, MS Word, MS Access, VBA, and statistical programming using R or Python), Presentation skills (i.e., presentation slides, data visualization and narrative reports); Communication Skills (i.e., oral and written); Cognitive Skills (i.e., Logic and Reasoning, Analytical)",,,
AI Developer,"Offshorly | Software Teams, Websites & Prototypes, UI/UX",https://ph.linkedin.com/jobs/view/ai-developer-at-offshorly-software-teams-websites-prototypes-ui-ux-4430468396?position=7&pageNum=15&refId=qlPOq%2BP7amcyFGEPaJbDKg%3D%3D&trackingId=5LozrxnKBDCKtJ%2BTYR%2Fr0w%3D%3D,"Must-Have Requirements
Core — these are non-negotiable.
Hands-on experience building OCR or document extraction pipelines in production. Strong Python skills — clean, maintainable code with proper error handling. Practical experience with FastAPI (routing, dependency injection, async, middleware). Prompt engineering experience with OpenAI or Anthropic APIs — not just calling the API, but designing reliable extraction chainsFamiliarity with PDF internals: text layers, bounding boxes, embedded fonts, page structure
OCR & Document Processing Skills
We work primarily with PDFs, but the underlying principles apply equally to scanned images. You should know when and how to apply each approach:
Approach
|
When to Use / What to Know
Native PDF text extraction
| pdfplumber, PyMuPDF, pdfminer — fast, accurate when the text layer exists; must detect and fall back when it doesn't
Layout-aware parsing
| Preserve reading order across columns, tables, and mixed content blocks
Image-based OCR
| Tesseract, EasyOCR, or cloud OCR (AWS Textract, Google Document AI, Azure Form Recognizer) for scanned inputs
Table extraction
| Structured output from tabular data — row/column alignment, merged cells, nested tables
Output formats
| Flat text, structured JSON, markdown — output type driven by downstream use case
Nice To Have
Experience with vision-language models (GPT-4V, Claude 3 vision) for image-heavy documents.
Comfortable with AI-driven development (fully Developer-in-the-loop)
Cloud OCR: AWS Textract, Google Document AI, or Azure Form Recognizer.
LangChain, LlamaIndex, or similar orchestration frameworks.
Vector search / RAG pipelines for document Q&A.
Docker, basic CI/CD, and cloud deployment (AWS / GCP / Azure).
Experience with agentic workflows (tool use, multi-step LLM chains).
LLM Integration & Prompt Engineering
Write, test, and iterate prompts for OpenAI (GPT-4o, GPT-4 Turbo) and Anthropic (Claude) models.
Agents & Orchestration
Apply prompt engineering techniques: chain-of-thought, few-shot, structured output forcing, tool use/function calling
Build extraction agents that combine OCR output with LLM reasoning for ambiguous or complex documents
Evaluate and benchmark prompt strategies; document what works and why.
You'll Thrive Here If
You care about output quality — you're not happy until the extraction is clean and reliable.
You test your prompts like you test your code — systematically, with real data.
You know when to use an LLM and when a regex is the better tool.
You can communicate tradeoffs clearly to non-technical stakeholders.
You're comfortable in a fast-moving, remote-first environment.",,,
Senior Analytics Consultant,Wells Fargo,https://ph.linkedin.com/jobs/view/senior-analytics-consultant-at-wells-fargo-4446738525?position=8&pageNum=15&refId=qlPOq%2BP7amcyFGEPaJbDKg%3D%3D&trackingId=dzDcZpHlKbHrmm%2ByfLcFsw%3D%3D,"Required Qualifications:
4+ years of Analytics experience, or equivalent demonstrated through one or a combination of the following: work experience, training, military experience, education
Desired Qualifications:
Advanced hands-on expertise in Python for analytics, anomaly detection, and scalable monitoring solutions
Practical exposure to agentic AI and LLM usage for analytics acceleration or automation
Experience working in GCP or cloud-based analytics platforms
Strong SQL skills with experience handling large, complex datasets
Solid working knowledge of SAS within risk monitoring or regulatory environments
Strong experience designing and reviewing visualizations in Power BI, Tableau, and Python
Proven ability to lead end-to-end analytical solution design and guide junior team members
Strong understanding of data modeling, feature engineering, and analytics architecture
Prior experience driving analytics standardization or modernization initiatives
Job Expectations:
Applicants must be amenable to work onsite.
Applicants must be amenable to work on mid shift and night shift
Lead the design, delivery, and evolution of front-line monitoring analytics to detect conduct, operational, and compliance risks across BOS. The role will own end-to-end risk monitoring solutions that identify trends, anomalies, and outliers, driving improvements in monitoring coverage, consistency, scalability, and timeliness.
The individual will lead complex analytical solutioning using Python, SQL, and SAS, overseeing data preparation, metric and feature design, anomaly detection frameworks, and visualization outputs.
The role will provide technical leadership across multiple monitoring initiatives, ensure analytical rigor, and guide effective escalation and risk insights.
The role will play a key leadership position in BOS analytics modernization, including SAS-to-Python migration, adoption of GCP-based analytics environments, and automation of monitoring workflows. In addition to hands-on contribution where needed, the role will set analytics standards, drive documentation and reusability, review peer work, and mentor junior consultants. Exposure to agentic AI, LLM-enabled analytics, and advanced modeling approaches is strongly preferred.
Is critical to delivering BOS Front Line Monitoring's 2026 mandate to drive Risk Clarity and Operational Excellence through AI-powered analytics modernization.
BOS has explicitly committed to transforming monitoring from rule-centric, fragmented alerting to AI-driven, behavioral, and trend-based solutions, with Python, cloud (GCP), and agentic AI as the default operating model.
This role provides the senior technical ownership required to design and scale end-to-end monitoring solutions, lead SAS-to-Python migration, automate workflows, and ensure analytics remain explainable, defensible, and audit-ready as complexity and volume increase.
The role also enables leverage of existing talent by setting standards, mentoring junior consultants, and operationalizing AI and agentic capabilities that BOS has identified as foundational-not optional-to how Front-Line Monitoring operates day to day.
Posting End Date:
30 Aug 2026
Job posting may come down early due to volume of applicants.",,,
